_id,tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
2759,COMUNICACIÓN DE RECUPERO,2024-12-20T00:00:00,2012-07-26T00:00:00,1154,LA MATANZA Nº 06,Buenos Aires,Importado,2012,22,SEDAN 3 PTAS,044,FIAT,751,500 1.4 8V CULT,1,Privado,Física,SAN JUSTO LA MATANZA,BUENOS AIRES,No identificado,1985,ARGENTINA,100,6,200
2760,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2016-05-23T00:00:00,1154,LA MATANZA Nº 06,Buenos Aires,Protocolo 21,2016,5,SEDAN 5 PUERTAS,047,FORD,A35,FIESTA 1.6L SE POWERSHIFT,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Masculino,1958,ARGENTINA,100,6,200
2761,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2010-06-15T00:00:00,1154,LA MATANZA Nº 06,Buenos Aires,Protocolo 21,2010,5,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1999,ARGENTINA,100,6,200
2762,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2013-12-19T00:00:00,1154,LA MATANZA Nº 06,Buenos Aires,Protocolo 21,2013,4,RURAL 5 PUERTAS,047,FORD,A05,ECOSPORT TITANIUM 2.0L AT POWER,1,Privado,Física,SAN JUSTO,BUENOS AIRES,No identificado,2003,ARGENTINA,100,6,200
2763,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1999-12-22T00:00:00,1156,HURLINGHAM Nº 1 (EX. MORON Nº 4),Buenos Aires,Nacional,1999,26,CHASIS C/CAB C/CAJA ABIERTA,29,MERCEDES BENZ,AG,SPRINTER312D/CH3550,1,Privado,Física,VILLA UDAONDO,BUENOS AIRES,Femenino,1989,ARGENTINA,100,6,200
2764,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2024-04-18T00:00:00,4069,RIO CEBALLOS,Córdoba,Nacional,2024,12,SEDAN 4 PUERTAS,17,FIAT,CP,CRONOS DRIVE 1.3 GSE BZ,1,Privado,Física,UNQUILLO,CORDOBA,Masculino,1988,ARGENTINA,100,14,200
2765,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2014-09-15T00:00:00,1164,MAR DEL PLATA Nº 06,Buenos Aires,Nacional,2014,12,SEDAN 4 PUERTAS,19,FORD,XB,FOCUS 4P 2.0L N MT SE PLUS,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1952,ARGENTINA,100,6,200
2766,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2018-11-28T00:00:00,1166,MUNICIPIO URBANO DE LA COSTA,Buenos Aires,Protocolo 21,2018,2,SEDAN 4 PUERTAS,024,CHEVROLET,705,PRISMA JOY 4P 1.4 N LS MT,1,Privado,Física,MAR DEL TUYU,BUENOS AIRES,Femenino,1988,ARGENTINA,100,6,200
2767,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-04-27T00:00:00,1169,OLIVOS Nº 05,Buenos Aires,Importado,2011,5,SEDAN 5 PTAS,102,NISSAN,592,TIIDA 1.8 6MT ACENTA,1,Privado,Física,MUNRO,BUENOS AIRES,No identificado,1988,ARGENTINA,100,6,200
2768,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2013-11-19T00:00:00,1173,BERAZATEGUI Nº 2,Buenos Aires,Protocolo 21,2013,4,RURAL 5 PUERTAS,047,FORD,A03,ECOSPORT TITANIUM 2.0L MT N,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Femenino,1989,ARGENTINA,100,6,200
2769,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1999-05-07T00:00:00,1174,LA MATANZA Nº 07,Buenos Aires,Nacional,1999,17,SEDAN 5 PTAS,34,PEUGEOT,52,306XNAA5P,1,Privado,Física,RAFAEL CASTILLO,BUENOS AIRES,Masculino,2004,ARGENTINA,100,6,200
2770,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2018-04-25T00:00:00,1177,LOMAS DE ZAMORA Nº 6,Buenos Aires,Protocolo 21,2018,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1981,ARGENTINA,100,6,200
2771,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1994-05-02T00:00:00,1177,LOMAS DE ZAMORA Nº 6,Buenos Aires,Nacional,1994,17,SEDAN 5 PUERTAS,19,FORD,41,ESCORT GHIA SX,1,Privado,Física,BANFIELD,BUENOS AIRES,Masculino,1947,ITALIA,100,6,417
2772,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2001-03-30T00:00:00,1178,LA MATANZA Nº 08,Buenos Aires,Nacional,2001,17,SEDAN 5 PTAS,37,RENAULT,GJ,CLIO RT DIE,1,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1982,ARGENTINA,100,6,200
2773,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-05-11T00:00:00,1185,ADROGUE Nº 3,Buenos Aires,Protocolo 21,2011,5,SEDAN 5 PUERTAS,044,FIAT,726,UNO WAY 1.4 8V,1,Privado,Física,BURZACO,BUENOS AIRES,No identificado,1996,ARGENTINA,100,6,200
2774,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2010-01-06T00:00:00,1189,FLORENCIO VARELA Nº 2,Buenos Aires,Protocolo 21,2010,5,SEDAN 5 PUERTAS,024,CHEVROLET,419,VECTRA CD 2.4,1,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Masculino,1993,ARGENTINA,100,6,200
2775,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2009-06-26T00:00:00,13001,MENDOZA Nº 01,Mendoza,Protocolo 21,2009,2,SEDAN 4 PTAS,024,CHEVROLET,458,CORSA II 4P CD GAS 1.8,1,Privado,Física,VILLA NUEVA,MENDOZA,No identificado,1955,ARGENTINA,100,50,200
2776,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2012-06-26T00:00:00,1192,MORON Nº 07,Buenos Aires,Protocolo 21,2012,22,SEDAN 3 PUERTAS,044,FIAT,592,UNO FIRE 1242 MPI 8V,1,Privado,Física,CASTELAR,BUENOS AIRES,No identificado,1983,ARGENTINA,100,6,200
2777,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2014-01-06T00:00:00,1194,AVELLANEDA Nº 5,Buenos Aires,Importado,2014,22,SEDAN 3 PUERTAS,011,AUDI,155,A3 1.8 T FSI,1,Privado,Física,AVELLANEDA,BUENOS AIRES,Masculino,1974,ARGENTINA,100,6,200
2778,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2000-08-16T00:00:00,1195,TIGRE Nº 3,Buenos Aires,Importado,2000,4,RURAL 5 PUERTAS,271,GALLOPER,010,SANTAMO,1,Privado,Física,GENERAL PACHECO,BUENOS AIRES,Femenino,1970,ARGENTINA,100,6,200
2779,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2006-06-30T00:00:00,16011,SAN CARLOS DE BARILOCHE Nº 2,Río Negro,Nacional,2006,90,MINIBUS,29,MERCEDES BENZ,AZ,SPRINTER 313 CDI/C 3550,1,Privado,Física,SAN CARLOS DE BARILOCHE,RIO NEGRO,Masculino,1982,ARGENTINA,100,62,200
2780,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2019-04-17T00:00:00,1196,LA PLATA Nº 08,Buenos Aires,Protocolo 21,2019,5,SEDAN 5 PUERTAS,027,CITROEN,510,C4 CACTUS VTI 115 FEEL,1,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1982,ARGENTINA,100,6,200
2781,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2007-10-11T00:00:00,1200,SAN MARTIN Nº 6,Buenos Aires,Protocolo 21,2007,4,RURAL 5 PTAS,112,RENAULT,608,MEGANE GRAND TOUR 1.5 DCI LUXE,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1979,ARGENTINA,100,6,200
2782,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1997-09-15T00:00:00,8029,PARANA Nº 6,Entre Ríos,Importado,1997,0,SIN ESPECIFICACION,"",FORD,"",FIESTA LX   D  ,1,Privado,Física,PARANA (ENTRE RIOS),ENTRE RIOS,No identificado,1953,No identificado,100,30,
2783,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2001-09-24T00:00:00,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Protocolo 21,2001,11,PICK UP,044,FIAT,485,STRADA EX 1.7 TD,1,Privado,Física,VILLA MAYO,BUENOS AIRES,Femenino,1972,ARGENTINA,100,6,200
2784,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2014-05-22T00:00:00,13030,MENDOZA Nº 18,Mendoza,Nacional,2014,17,SEDAN 5 PUERTAS,07,CITROEN,BY,BERLINGO MULTISPACE 1.6 HDI SX AM54,1,Privado,Física,RODEO DE LA CRUZ,MENDOZA,No identificado,1957,ARGENTINA,100,50,200
2785,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1996-04-26T00:00:00,1209,BERAZATEGUI Nº 3,Buenos Aires,Protocolo 21,1996,2,SEDAN 4 PTAS,024,CHEVROLET,092,CORSA GL 1.6 M.P.F.I.,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Femenino,1970,ARGENTINA,100,6,200
2786,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2010-11-29T00:00:00,1209,BERAZATEGUI Nº 3,Buenos Aires,Protocolo 21,2010,2,SEDAN 4 PTAS,044,FIAT,688,LINEA DUALOGIC 1.9 16V,1,Privado,Física,HUDSON,BUENOS AIRES,No identificado,1974,ARGENTINA,100,6,200
2787,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-10-03T00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Importado,2011,2,SEDAN 4 PUERTAS,136,VOLKSWAGEN,467,VOLKSWAGEN VENTO 2.0 TSI,1,Privado,Física,9 DE ABRIL,BUENOS AIRES,No identificado,1997,ARGENTINA,100,6,200
2788,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2006-10-26T00:00:00,1211,QUILMES Nº 6,Buenos Aires,Importado,2006,11,PICK UP,158,DODGE,098,RAM 2500 SLT QUAD CAB 4X4 TD,1,Privado,Física,SAN FRANCISCO SOLANO,BUENOS AIRES,No identificado,1953,ARGENTINA,100,6,200
2789,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2012-03-28T00:00:00,1255,LOMAS DE ZAMORA Nº 8,Buenos Aires,Importado,2012,5,SEDAN 5 PTAS,112,RENAULT,785,MEGANE III 2.0 16V LUXE,1,Privado,Física,TEMPERLEY,BUENOS AIRES,Masculino,1962,ARGENTINA,100,6,200
2790,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2019-04-11T00:00:00,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Nacional,2019,31,SEMIRREMOLQUE,24,GOLONDRINA,21,SR-3E-BV,1,Privado,Física,PABLO PODESTÁ,BUENOS AIRES,Femenino,1980,ARGENTINA,100,6,200
2791,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2022-09-26T00:00:00,1257,MORENO Nº 3,Buenos Aires,Protocolo 21,2022,5,SEDAN 5 PUERTAS,130,TOYOTA,A12,YARIS XS 1.5 6M/T,1,Privado,Física,MORENO,BUENOS AIRES,Masculino,1953,ARGENTINA,100,6,200
2792,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2009-10-22T00:00:00,1257,MORENO Nº 3,Buenos Aires,Protocolo 21,2009,4,RURAL 5 PUERTAS,044,FIAT,612,PALIO ADVENTURE 1.8MPI V8,1,Privado,Física,MORENO,BUENOS AIRES,Masculino,1983,ARGENTINA,100,6,200
2793,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2014-10-21T00:00:00,1261,MARCOS PAZ,Buenos Aires,Nacional,2014,20,PICK-UP,19,FORD,XW,RANGER2 DC 4X2 XL SAFETY 2.5L NAF,1,Privado,Física,MARCOS PAZ,BUENOS AIRES,Femenino,1989,ARGENTINA,100,6,200
2794,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1999-08-12T00:00:00,1264,ADROGUE Nº 5,Buenos Aires,Protocolo 21,1999,4,RURAL 5 PTAS,044,FIAT,406,PALIO WEEKEND 1.6 SPI,1,Privado,Física,RAFAEL CALZADA,BUENOS AIRES,Masculino,1989,ARGENTINA,100,6,200
2795,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-08-29T00:00:00,1265,PILAR Nº 3,Buenos Aires,Protocolo 21,2011,5,SEDAN 5 PTAS,044,FIAT,726,UNO WAY 1.4 8V,1,Privado,Física,DEL VISO,BUENOS AIRES,No identificado,1986,ARGENTINA,100,6,200
2796,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2010-08-24T00:00:00,1265,PILAR Nº 3,Buenos Aires,Importado,2010,2,SEDAN 4 PTAS,136,VOLKSWAGEN,364,VOLKSWAGEN VENTO 1.9TDI,1,Privado,Física,LA LONJA,BUENOS AIRES,No identificado,1986,ARGENTINA,100,6,200
2797,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2006-05-19T00:00:00,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,2006,5,SEDAN 5 PTAS,136,VOLKSWAGEN,050,GOLF 1.6,1,Privado,Física,TORTUGUITAS,BUENOS AIRES,No identificado,1995,ARGENTINA,100,6,200
2798,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-09-30T00:00:00,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Nacional,2011,17,SEDAN 5 PTAS,07,CITROEN,97,BERLINGO MULTISPACE 1.6I SX AN51 /2012,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1978,ARGENTINA,100,6,200
2799,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2008-04-07T00:00:00,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,2008,5,SEDAN 5 PTAS,044,FIAT,662,PALIO 1.4 FIRE,1,Privado,Física,TORTUGUITAS,BUENOS AIRES,No identificado,1990,ARGENTINA,100,6,200
2800,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2004-02-27T00:00:00,1269,LA MATANZA Nº 12,Buenos Aires,Nacional,2004,17,SEDAN 5 PTAS,34,PEUGEOT,CK,206 XR PREMIUM 1.6 5P,1,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,Femenino,1990,ARGENTINA,100,6,200
2801,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-01-12T00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,2011,5,SEDAN 5 PTAS,027,CITROEN,169,C3 1.4 HDI EXCLUSIVE,1,Privado,Física,JOSE C. PAZ,BUENOS AIRES,No identificado,1978,ARGENTINA,100,6,200
2802,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2014-05-05T00:00:00,1273,MORENO Nº 4,Buenos Aires,Nacional,2014,22,FURGON,34,PEUGEOT,MN,PARTNER PRESENCE AA 1.4,1,Privado,Física,TRUJUI,BUENOS AIRES,No identificado,1985,ARGENTINA,100,6,200
2803,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2016-11-18T00:00:00,21070,ROSARIO Nº 18,Santa Fe,Protocolo 21,2016,5,SEDAN 5 PUERTAS,130,TOYOTA,915,ETIOS PLATINUM 1.5 4A/T,1,Privado,Física,GRANADERO BAIGORRIA,SANTA FE,Masculino,1971,ARGENTINA,100,82,200
2804,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2005-01-18T00:00:00,1287,ITUZAINGO Nº 3,Buenos Aires,Nacional,2005,18,SEDAN 3 PTAS,34,PEUGEOT,EH,206 XS 1.6 3P ABS,1,Privado,Física,MORON,BUENOS AIRES,No identificado,1993,ARGENTINA,100,6,200
2805,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2024-08-29T00:00:00,1288,MORENO Nº 5,Buenos Aires,Protocolo 21,2024,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,771,NUEVO POLO TRACK MSI MT,1,Privado,Física,PASO DEL REY,BUENOS AIRES,Femenino,1995,ARGENTINA,100,6,200
2806,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2013-09-09T00:00:00,1288,MORENO Nº 5,Buenos Aires,Nacional,2013,22,FURGON,34,PEUGEOT,KE,PARTNER CONFORT 1.4,1,Privado,Física,PASO DEL REY,BUENOS AIRES,Masculino,1992,ARGENTINA,100,6,200
2807,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2024-06-28T00:00:00,1289,QUILMES Nº 9,Buenos Aires,Protocolo 21,2024,5,SEDAN 5 PUERTAS,027,CITROEN,625,C4 CACTUS VTI AT FEEL MY23,1,Privado,Física,EZPELETA,BUENOS AIRES,Femenino,1967,ARGENTINA,50,6,200
2808,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2017-06-29T00:00:00,1290,LA MATANZA Nº 13,Buenos Aires,Protocolo 21,2017,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,TABLADA,BUENOS AIRES,Masculino,1995,ARGENTINA,100,6,200
2809,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2015-10-21T00:00:00,1290,LA MATANZA Nº 13,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,17,FIAT,AZ,SIENA (F4) EL 1.4 8V,1,Privado,Física,RAMOS MEJÍA,BUENOS AIRES,No identificado,1970,ARGENTINA,100,6,200
2810,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-05-02T00:00:00,1291,CAMPANA Nº 3,Buenos Aires,Protocolo 21,2011,4,RURAL 5 PUERTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1,Privado,Física,CAMPANA,BUENOS AIRES,Femenino,1971,ARGENTINA,100,6,200
2811,COMUNICACIÓN DE RECUPERO,2024-12-20T00:00:00,2018-01-16T00:00:00,1294,LA PLATA Nº 16,Buenos Aires,Protocolo 21,2018,5,SEDAN 5 PUERTAS,104,PEUGEOT,769,2008 ALLURE 1.6,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2000,No aplica,100,6,
2812,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2009-09-30T00:00:00,1218,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Protocolo 21,2009,4,RURAL 5 PTAS,104,PEUGEOT,580,207 COMPACT SW XT 1.6,1,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1991,ARGENTINA,100,6,200
2813,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2002-03-11T00:00:00,1218,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Nacional,2002,22,FURGON,37,RENAULT,DJ,TRAFIC LARGO DIE.DA (F8Q),1,Privado,Física,MORON,BUENOS AIRES,Masculino,1962,ARGENTINA,100,6,200
2814,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2014-10-01T00:00:00,1303,ITUZAINGO Nº 4,Buenos Aires,Nacional,2014,20,PICK-UP,68,TOYOTA,79,HILUX 4X4 C/D SR 3.0 TDI - C3,1,Privado,Física,ITUZAINGÓ,BUENOS AIRES,No identificado,1991,ARGENTINA,100,6,200
2815,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2016-08-12T00:00:00,1307,LANUS Nº 10,Buenos Aires,Protocolo 21,2016,2,SEDAN 4 PUERTAS,130,TOYOTA,869,COROLLA XLI 1.8 6M/T,1,Privado,Física,LANUS ESTE,BUENOS AIRES,No identificado,1983,ARGENTINA,100,6,200
2816,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1996-04-12T00:00:00,1307,LANUS Nº 10,Buenos Aires,Importado,1996,2,SEDAN 4 PUERTAS,104,PEUGEOT,072,306 STD,1,Privado,Física,VILLA CARAZA,BUENOS AIRES,No identificado,1978,ARGENTINA,100,6,200
2817,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2005-07-29T00:00:00,1308,MERLO Nº 4,Buenos Aires,Protocolo 21,2005,4,RURAL 5 PTAS,136,VOLKSWAGEN,254,GOL COUNTRY 1.9SD,1,Privado,Física,MERLO,BUENOS AIRES,Masculino,1968,ARGENTINA,100,6,200
2818,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2012-08-28T00:00:00,1309,MERLO Nº 5,Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,37,RENAULT,UU,KANGOO AUTH. 1.6 DA AA CD 1P,1,Privado,Física,LIBERTAD,BUENOS AIRES,Femenino,1992,ARGENTINA,50,6,200
2819,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2007-10-02T00:00:00,1309,MERLO Nº 5,Buenos Aires,Nacional,2007,17,SEDAN 4 PUERTAS,37,RENAULT,SX,KANGOO PACK PLUS 1.9,1,Privado,Física,P.S.MARTIN,BUENOS AIRES,Masculino,1975,ARGENTINA,100,6,200
2820,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2007-08-03T00:00:00,21073,VILLA GOBERNADOR GÁLVEZ,Santa Fe,Nacional,2007,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,KN,SURAN,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1989,ARGENTINA,100,82,200
2821,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2005-04-27T00:00:00,21073,VILLA GOBERNADOR GÁLVEZ,Santa Fe,Protocolo 21,2005,2,SEDAN 4 PUERTAS,044,FIAT,600,SIENA FIRE 1242 MPI 16V,1,Privado,Física,VILLA GDOR. GALVEZ,SANTA FE,Femenino,1988,ARGENTINA,100,82,200
2822,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2014-02-27T00:00:00,1317,ADROGUE Nº 6,Buenos Aires,Protocolo 21,2014,2,SEDAN 4 PUERTAS,112,RENAULT,984,NUEVO LOGAN AUTHENTIQUE PLUS 1.6,1,Privado,Física,SAN JOSE,BUENOS AIRES,Femenino,1979,ARGENTINA,100,6,200
2823,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2008-03-11T00:00:00,1221,PILAR Nº 2,Buenos Aires,Nacional,2008,18,SEDAN 3 PTAS,34,PEUGEOT,FL,206 X-LINE 1.4 3P,1,Privado,Física,PILAR,BUENOS AIRES,No identificado,1980,ARGENTINA,100,6,200
2824,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2004-02-05T00:00:00,2008,CAPITAL FEDERAL Nº 008,Ciudad Autónoma de Buenos Aires,Protocolo 21,2004,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1955,ARGENTINA,100,2,200
2825,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2017-01-10T00:00:00,2010,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Buenos Aires,Protocolo 21,2017,5,SEDAN 5 PUERTAS,104,PEUGEOT,779,208 FELINE 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1984,ARGENTINA,100,2,200
2826,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2009-09-14T00:00:00,21075,SAN LORENZO Nº 4,Santa Fe,Protocolo 21,2009,5,SEDAN 5 PTAS,024,CHEVROLET,381,MERIVA GLS 1.7 DTI,1,Privado,Física,PUERTO GENERAL SAN MARTIN,SANTA FE,Masculino,1959,ARGENTINA,50,82,200
2827,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2020-10-09T00:00:00,2012,CAPITAL FEDERAL Nº 012,Ciudad Autónoma de Buenos Aires,Protocolo 21,2020,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,670,GOL TREND TRENDLINE 1.6 GAS 101CV MQ,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2000,No aplica,100,2,
2828,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2010-11-29T00:00:00,2014,CAPITAL FEDERAL Nº 014,Ciudad Autónoma de Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,53,VOLKSWAGEN,NB,SURAN 1.6L 5D,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1975,ARGENTINA,100,2,200
2829,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2017-01-24T00:00:00,2015,CAPITAL FEDERAL Nº 015,Ciudad Autónoma de Buenos Aires,Nacional,2017,12,SEDAN 4 PUERTAS,08,CHEVROLET,ED,CRUZE 4P 1.4 TURBO LTZ MT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1967,ARGENTINA,50,2,200
