_id,tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
2830,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-03-15T00:00:00,2016,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Buenos Aires,Importado,2011,22,SEDAN 3 PUERTAS,027,CITROEN,241,DS3 1.6 TURBO SPORT CHIC,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1992,ARGENTINA,100,2,200
2831,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2010-01-05T00:00:00,2016,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Buenos Aires,Protocolo 21,2010,22,SEDAN 3 PTAS,127,SUZUKI,706,FUN 1.4,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1958,URUGUAY,100,2,225
2832,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1994-04-15T00:00:00,1223,EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4),Buenos Aires,Protocolo 21,1994,,AUTOMOVIL PLATAF.2 P,"",MERCEDES BENZ,"",MB 180 D,1,Privado,Física,EZEIZA,BUENOS AIRES,Masculino,1980,ARGENTINA,100,6,200
2833,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2018-09-17T00:00:00,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Nacional,2018,40,TODO TERRENO,68,TOYOTA,AJ,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1956,ARGENTINA,100,2,200
2834,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1996-07-22T00:00:00,2029,CAPITAL FEDERAL Nº 029,Ciudad Autónoma de Buenos Aires,Protocolo 21,1996,11,PICK UP,136,VOLKSWAGEN,013,SAVEIRO D,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1954,No identificado,50,2,
2835,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1999-07-08T00:00:00,2029,CAPITAL FEDERAL Nº 029,Ciudad Autónoma de Buenos Aires,Protocolo 21,1999,4,RURAL 5 PTAS,136,VOLKSWAGEN,220,GOL COUNTRY 1.6 MI,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1992,ARGENTINA,100,2,200
2836,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2007-03-13T00:00:00,1224,MERLO Nº 3,Buenos Aires,Protocolo 21,2007,5,SEDAN 5 PTAS,027,CITROEN,157,XSARA PICASSO 2.0HDI,1,Privado,Física,CIUDAD DE SAN ANTONIO DE PADUA,BUENOS AIRES,Masculino,1945,ARGENTINA,100,6,200
2837,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2018-08-17T00:00:00,2033,CAPITAL FEDERAL Nº 033,Ciudad Autónoma de Buenos Aires,Nacional,2018,12,SEDAN 4 PUERTAS,37,RENAULT,2X,NUEVO LOGAN EXPRESSION 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1965,ARGENTINA,100,2,200
2838,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-04-15T00:00:00,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Buenos Aires,Nacional,2011,18,SEDAN 3 PTAS,37,RENAULT,UH,CLIO 3 PTAS BASE,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2002,ARGENTINA,100,2,200
2839,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1992-09-10T00:00:00,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Buenos Aires,Protocolo 21,1992,22,SEDAN 3 PTAS,136,VOLKSWAGEN,022,GOL GL,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1985,PARAGUAY,100,2,221
2840,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2020-10-02T00:00:00,2041,CAPITAL FEDERAL Nº 041,Ciudad Autónoma de Buenos Aires,Nacional,2020,20,PICK-UP,68,TOYOTA,BC,HILUX 4X4 D/C GR-S II V6 VVTI 6 A/T,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2023,No aplica,100,2,
2841,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2008-03-27T00:00:00,2042,CAPITAL FEDERAL Nº 042,Ciudad Autónoma de Buenos Aires,Protocolo 21,2008,5,SEDAN 5 PTAS,044,FIAT,662,PALIO 1.4 FIRE,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1987,ARGENTINA,100,2,200
2842,COMUNICACIÓN DE RECUPERO,2024-12-20T00:00:00,2018-01-04T00:00:00,2052,CAPITAL FEDERAL Nº 052,Ciudad Autónoma de Buenos Aires,Importado,2018,4,RURAL 5 PUERTAS,024,CHEVROLET,630,CHEVROLET TRACKER FWD LTZ,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1923,No aplica,100,2,
2843,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2004-06-02T00:00:00,2054,CAPITAL FEDERAL Nº 054,Ciudad Autónoma de Buenos Aires,Protocolo 21,2004,5,SEDAN 5 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1954,ARGENTINA,100,2,200
2844,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2018-07-11T00:00:00,2054,CAPITAL FEDERAL Nº 054,Ciudad Autónoma de Buenos Aires,Nacional,2018,40,TODO TERRENO,68,TOYOTA,AJ,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1977,ARGENTINA,50,2,200
2845,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,1995-06-26T00:00:00,2055,CAPITAL FEDERAL Nº 055,Ciudad Autónoma de Buenos Aires,Nacional,1995,12,SEDAN 4 PTAS,37,RENAULT,92,19 RT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1939,ARGENTINA,100,2,200
2846,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2022-10-25T00:00:00,2058,CAPITAL FEDERAL Nº 058,Ciudad Autónoma de Buenos Aires,Protocolo 21,2022,5,SEDAN 5 PUERTAS,104,PEUGEOT,943,2008 SPORT 1.6 THP TIPTRONIC 165 AM23,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1988,ARGENTINA,100,2,200
2847,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2004-01-22T00:00:00,2058,CAPITAL FEDERAL Nº 058,Ciudad Autónoma de Buenos Aires,Protocolo 21,2004,2,SEDAN 4 PTAS,044,FIAT,558,SIENA EX FIRE 16V,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1952,ARGENTINA,100,2,200
2848,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2003-12-11T00:00:00,2059,CAPITAL FEDERAL Nº 059,Ciudad Autónoma de Buenos Aires,Protocolo 21,2003,22,SEDAN 3 PTAS,044,FIAT,487,UNO S 1.3,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1947,ARGENTINA,100,2,200
2849,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2017-01-20T00:00:00,2060,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Buenos Aires,Protocolo 21,2017,5,SEDAN 5 PUERTAS,104,PEUGEOT,767,2008 ALLURE 1.6 TIPTRONIC,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1994,ARGENTINA,50,2,200
2850,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2015-07-07T00:00:00,2063,CAPITAL FEDERAL Nº 063,Ciudad Autónoma de Buenos Aires,Importado,2015,5,SEDAN 5 PUERTAS,102,NISSAN,679,NOTE ADVANCE PURE DRIVE,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1977,ARGENTINA,100,2,200
2851,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2013-09-12T00:00:00,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Buenos Aires,Protocolo 21,2013,2,SEDAN 4 PUERTAS,044,FIAT,782,GRAND SIENA ATTRACTIVE 1.4 8V,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1941,ARGENTINA,100,2,200
2852,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2006-01-24T00:00:00,2069,CAPITAL FEDERAL Nº 069,Ciudad Autónoma de Buenos Aires,Protocolo 21,2006,4,RURAL 5 PTAS,136,VOLKSWAGEN,276,GOL COUNTRY 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1967,ARGENTINA,100,2,200
2853,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-09-07T00:00:00,2078,CAPITAL FEDERAL Nº 078,Ciudad Autónoma de Buenos Aires,Importado,2011,4,RURAL 5 PTAS,104,PEUGEOT,614,3008 PREMIUM PLUS 156 CV,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1973,ARGENTINA,100,2,200
2854,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2004-07-06T00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,2004,2,SEDAN 4 PTAS,044,FIAT,599,SIENA EX FIRE 1242 MPI 16V/2004,1,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1968,ARGENTINA,100,6,200
2855,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2013-04-09T00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,2013,5,SEDAN 5 PUERTAS,112,RENAULT,924,SANDERO EXPRESSION 1.6 16V ABS,1,Privado,Física,DORREGO GONZALEZ CATAN,BUENOS AIRES,Masculino,1991,ARGENTINA,100,6,200
2856,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2010-09-14T00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,2010,5,SEDAN 5 PUERTAS,044,FIAT,645,PALIO ELX 1.4 8V,1,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Femenino,1966,ARGENTINA,100,6,200
2857,COMUNICACIÓN DE RECUPERO,2024-12-20T00:00:00,2010-11-19T00:00:00,2084,CAPITAL FEDERAL Nº 084,Ciudad Autónoma de Buenos Aires,Importado,2010,5,SEDAN 5 PTAS,011,AUDI,182,A3 SPORTBACK 1.4 T FSI,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2001,No aplica,100,2,
2858,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2014-05-26T00:00:00,2084,CAPITAL FEDERAL Nº 084,Ciudad Autónoma de Buenos Aires,Protocolo 21,2014,5,SEDAN 5 PUERTAS,044,FIAT,757,PALIO SPORTING 1.6 16V,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1985,ARGENTINA,100,2,200
2859,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2022-10-14T00:00:00,9006,FORMOSA Nº 4,Formosa,Protocolo 21,2022,5,SEDAN 5 PUERTAS,130,TOYOTA,908,ETIOS X 1.5 6M/T,1,Privado,Física,FORMOSA,FORMOSA,Femenino,1960,ARGENTINA,100,34,200
2860,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2007-03-23T00:00:00,2094,CAPITAL FEDERAL Nº 094,Ciudad Autónoma de Buenos Aires,Protocolo 21,2007,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1988,ARGENTINA,100,2,200
2861,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2021-08-06T00:00:00,2094,CAPITAL FEDERAL Nº 094,Ciudad Autónoma de Buenos Aires,Protocolo 21,2021,4,RURAL 5 PUERTAS,151,JEEP,092,RENEGADE 1.8L SPORT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1966,ARGENTINA,100,2,200
2862,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2008-04-22T00:00:00,2098,CAPITAL FEDERAL Nº 098,Ciudad Autónoma de Buenos Aires,Nacional,2008,12,SEDAN 4 PUERTAS,07,CITROEN,48,C4 2.0I 16V SX,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1987,ARGENTINA,100,2,200
2863,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2009-10-29T00:00:00,2099,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Buenos Aires,Protocolo 21,2009,4,RURAL 5 PTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1976,ARGENTINA,100,2,200
2864,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2001-01-19T00:00:00,2100,CAPITAL FEDERAL Nº 100,Ciudad Autónoma de Buenos Aires,Importado,2001,4,RURAL 5 PTAS,136,VOLKSWAGEN,266,GOLF 2.0,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1976,ARGENTINA,100,2,200
2865,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2016-11-29T00:00:00,1227,LA MATANZA Nº 10,Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,19,FORD,XH,FOCUS 5P 1.6L N MT S,1,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Masculino,1990,ARGENTINA,100,6,200
2866,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2020-06-16T00:00:00,4006,CORDOBA Nº 02,Córdoba,Nacional,2020,12,SEDAN 4 PUERTAS,17,FIAT,CJ,CRONOS DRIVE 1.3 MT,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1995,ARGENTINA,100,14,200
2867,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2006-11-22T00:00:00,4008,CORDOBA Nº 04,Córdoba,Protocolo 21,2006,5,SEDAN 5 PUERTAS,044,FIAT,635,IDEA HLX 1.8MPI 8V,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1978,ARGENTINA,100,14,200
2868,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2000-11-28T00:00:00,4012,DEAN FUNES,Córdoba,Nacional,2000,11,SEDAN 2 PTAS,17,FIAT,77,UNO S 1.4 SPI  (3P) S.E.,1,Privado,Física,COPACABANA,CORDOBA,Masculino,2002,ARGENTINA,100,14,200
2869,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2006-05-16T00:00:00,4024,OLIVA,Córdoba,Nacional,2006,12,SEDAN 4 PTAS,08,CHEVROLET,AH,CORSA CLASSIC 4P BASE 1.6N,1,Privado,Física,OLIVA,CORDOBA,Masculino,1961,ARGENTINA,100,14,200
2870,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2007-05-02T00:00:00,4031,SANTA ROSA DEL RIO 1,Córdoba,Nacional,2007,20,PICK-UP,68,TOYOTA,22,HILUX 4X2 CABINA DOBLE DX 2.5 TD,1,Privado,Jurídica,MONTE CRISTO-DPTO.RIO I,CORDOBA,No aplica,1968,No aplica,100,14,
2871,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2006-08-07T00:00:00,4034,VILLA DE MARIA,Córdoba,Nacional,2006,20,PICK-UP,19,FORD,ST,RANGER DC 4X4 XLT 3.0L D,1,Privado,Física,SAN FRANCISCO DEL CHAÑAR,CORDOBA,No identificado,1969,ARGENTINA,100,14,200
2872,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2018-03-27T00:00:00,4042,CORDOBA Nº 10,Córdoba,Protocolo 21,2018,5,SEDAN 5 PUERTAS,044,FIAT,865,ARGO PRECISION 1.8,1,Privado,Física,CORDOBA,CORDOBA,Femenino,2001,ARGENTINA,100,14,200
2873,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2011-02-03T00:00:00,4045,CORDOBA Nº 12,Córdoba,Nacional,2011,17,SEDAN 5 PTAS,08,CHEVROLET,CR,AGILE 5P 1.4 LS,1,Privado,Física,CORDOBA CAPITAL,CORDOBA,Femenino,1999,ARGENTINA,100,14,200
2874,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-20T00:00:00,2012-01-05T00:00:00,4045,CORDOBA Nº 12,Córdoba,Nacional,2012,17,SEDAN 5 PTAS,08,CHEVROLET,CR,AGILE 5P 1.4 LS,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1971,ARGENTINA,100,14,200
2875,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2004-03-17T00:00:00,13012,MENDOZA Nº 06,Mendoza,Nacional,2004,18,SEDAN 3 PTAS,08,CHEVROLET,AM,CORSA CLASSIC 3P BASE 1.6N,1,Privado,Física,PTE.SARMIENTO,MENDOZA,Femenino,1995,ARGENTINA,100,50,200
2876,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2021-08-06T00:00:00,1234,ADROGUE Nº 4,Buenos Aires,Nacional,2021,20,PICK-UP,68,TOYOTA,BG,HILUX 4X4 DC SRV 2.8 TDI 6 AT,1,Privado,Física,BURZACO,BUENOS AIRES,Masculino,1951,ARGENTINA,100,6,200
2877,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2013-01-25T00:00:00,1234,ADROGUE Nº 4,Buenos Aires,Nacional,2013,17,SEDAN 5 PTAS,34,PEUGEOT,MG,207 COMPACT FELINE 1.4 HDI 5P,1,Privado,Física,BURZACO,BUENOS AIRES,Femenino,1985,ARGENTINA,100,6,200
2878,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2013-12-02T00:00:00,1234,ADROGUE Nº 4,Buenos Aires,Protocolo 21,2013,4,RURAL 5 PUERTAS,047,FORD,993,ECOSPORT TITANIUM 1.6L MT N,1,Privado,Física,CLAYPOLE,BUENOS AIRES,Masculino,1994,ARGENTINA,100,6,200
2879,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2011-03-17T00:00:00,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Protocolo 21,2011,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,2005,ARGENTINA,100,6,200
2880,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,1996-04-18T00:00:00,1238,TIGRE Nº 4,Buenos Aires,Nacional,1996,11,SEDAN 2 PTAS,17,FIAT,66,VIVACE CL,1,Privado,Física,TIGRE,BUENOS AIRES,Femenino,1976,ARGENTINA,100,6,200
2881,COMUNICACIÓN DE RECUPERO,2024-12-23T00:00:00,2017-10-06T00:00:00,1239,QUILMES Nº 8,Buenos Aires,Nacional,2017,20,PICK-UP,68,TOYOTA,AC,HILUX 4X2 D/C SR 2.4 TDI 6 M/T,1,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1970,ARGENTINA,100,6,200
2882,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2012-04-09T00:00:00,21016,ROSARIO Nº 04,Santa Fe,Nacional,2012,12,SEDAN 4 PTAS,08,CHEVROLET,DC,CLASSIC 4 PTAS LS AA+DIR 1.4N,1,Privado,Física,ARROYO SECO,SANTA FE,Masculino,1965,ARGENTINA,100,82,200
2883,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2006-03-03T00:00:00,1240,JOSE C. PAZ Nº 1,Buenos Aires,Protocolo 21,2006,5,SEDAN 5 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,JOSE C PAZ,BUENOS AIRES,Femenino,1979,ARGENTINA,100,6,200
2884,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2012-07-06T00:00:00,1240,JOSE C. PAZ Nº 1,Buenos Aires,Protocolo 21,2012,5,SEDAN 5 PTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,JOSE C PAZ,BUENOS AIRES,No identificado,1976,ARGENTINA,100,6,200
2885,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2008-08-06T00:00:00,6015,RESISTENCIA Nº 5,Chaco,Nacional,2008,31,SEMIRREMOLQUE,AF,HERMANN,83,S.VT.3E.83,1,Privado,Física,LA LEONESA,CHACO,Masculino,1998,ARGENTINA,100,22,200
2886,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2007-03-23T00:00:00,13015,MENDOZA Nº 09,Mendoza,Protocolo 21,2007,5,SEDAN 5 PTAS,024,CHEVROLET,379,ASTRA GSI 2.4 16V,1,Privado,Física,COSTA DE ARAUJO,MENDOZA,Masculino,1993,ARGENTINA,100,50,200
2887,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2016-08-18T00:00:00,21019,SAN JAVIER,Santa Fe,Protocolo 21,2016,2,SEDAN 4 PUERTAS,044,FIAT,782,GRAND SIENA ATTRACTIVE 1.4 8V,1,Privado,Física,DEL CARRIL,SANTA FE,Masculino,1979,ARGENTINA,100,82,200
2888,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2009-08-27T00:00:00,1244,LA MATANZA Nº 11,Buenos Aires,Protocolo 21,2009,2,SEDAN 4 PTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Femenino,1964,ARGENTINA,100,6,200
2889,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2010-06-28T00:00:00,1246,LA PLATA Nº 12,Buenos Aires,Protocolo 21,2010,4,RURAL 5 PTAS,136,VOLKSWAGEN,276,GOL COUNTRY 1.6,1,Privado,Física,LOS HORNOS,BUENOS AIRES,Masculino,1985,ARGENTINA,100,6,200
2890,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2001-01-05T00:00:00,1246,LA PLATA Nº 12,Buenos Aires,Nacional,2001,17,SEDAN 5 PUERTAS,37,RENAULT,00,CLIO RN CA,1,Privado,Física,SAN CARLOS,BUENOS AIRES,Femenino,1999,ARGENTINA,100,6,200
2891,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2007-01-08T00:00:00,1247,GENERAL RODRIGUEZ Nº 2,Buenos Aires,Protocolo 21,2007,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,GRAL RODRIGUEZ,BUENOS AIRES,No identificado,1957,No identificado,100,6,
2892,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2006-02-02T00:00:00,1247,GENERAL RODRIGUEZ Nº 2,Buenos Aires,Importado,2006,2,SEDAN 4 PUERTAS,136,VOLKSWAGEN,285,BORA 2.0,1,Privado,Física,GENERAL RODRÍGUEZ,BUENOS AIRES,No identificado,1994,ARGENTINA,100,6,200
2893,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2009-09-10T00:00:00,4062,CORDOBA Nº 19,Córdoba,Nacional,2009,12,SEDAN 4 PTAS,08,CHEVROLET,CK,CORSA CLASSIC 4 PTAS GLS 1.4N,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1971,ARGENTINA,100,14,200
2894,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2014-05-07T00:00:00,4062,CORDOBA Nº 19,Córdoba,Nacional,2014,17,SEDAN 5 PUERTAS,17,FIAT,BN,PALIO (326) ESSENCE 5P 1.6 16V,1,Privado,Física,CORDOBA,CORDOBA,Femenino,2005,ARGENTINA,100,14,200
2895,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,1995-09-19T00:00:00,13020,MENDOZA Nº 12,Mendoza,Importado,1995,10,TODO TERRENO,180,LAND ROVER,016,DEFENDER 110 TDI,1,Privado,Física,CIUDAD,MENDOZA,Masculino,1944,ARGENTINA,100,50,200
2896,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2013-07-02T00:00:00,1249,BERISSO Nº 1,Buenos Aires,Nacional,2013,17,SEDAN 5 PUERTAS,19,FORD,UZ,FOCUS GHIA 2.0L NAFTA AT,1,Privado,Física,BERISSO,BUENOS AIRES,Masculino,1990,ARGENTINA,100,6,200
2897,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-23T00:00:00,2007-06-06T00:00:00,1249,BERISSO Nº 1,Buenos Aires,Importado,2007,2,SEDAN 4 PUERTAS,018,BMW,061,323I,1,Privado,Física,BERISSO,BUENOS AIRES,Femenino,1994,ARGENTINA,100,6,200
